first_name,last_name,cust_title,business_name,cust_phone,cust_ext,sales_contact,contact_addr,contact_city,contact_state,contact_zip,contact_email,business_type,sales_contact,var_info_1,var_info_2,var_info_3,var_info_4,var_info_5,var_info_6,var_info_7,var_info_8,var_info_9,var_info_10
New ,Prospect ,,æffect hair,4074061181,,,425 W New England Ave,Orlando,FL,32801,aeffecthair@gmail.com,Hair Salon,,9.53389E+14,www.citrus-club.com,,,,,,,,
New ,Prospect ,,Aero,3212457730,,,60 N Orange Ave,Orlando,FL,32801,info@aeroorl.com,Bar,,2.91426E+14,http://hamburgermarys.com/orlando,,,,,,,,
New ,Prospect ,,AeroStar Training Services LLC,4078889011,,,3954 Merlin Drive,Orlando,FL,32819,info@aerostartyperatings.com,School,,75637718702,http://sugarcanesrumbar.com/home/,,,,,,,,
New ,Prospect ,,Agave Azul Orlando,4077046930,,,4750 S Kirkman Rd,Orlando,FL,32801,info@agaveazulorlando.com,Bar,,1.02516E+14,www.orlandofarmersmarket.com,,,,,,,,
New ,Prospect ,,Age Of Ink Tattoo and Body Piercing,4077309995,,,12226 Corporate Blvd Ste 106,Kissimmee,FL,34744,hazel2807@westnet.com.au,Tattoo & Piercing Shop,,2.02531E+14,http://warriorfitclub.com,,,,,,,,
New ,Prospect ,,AJ Production Events,4077193311,,,2621 E South St,,FL,32819,info@ajproductionevents.com,Event Planner,,1.44463E+14,,,,,,,,,
New ,Prospect ,,Akershus Royal Banquet Hall,4079395277,,,,Maitland,FL,32751,,American Restaurant,,1.25912E+14,http://www.realradio.fm http://twitter.com/RealRadio1041,,,,,,,,
New ,Prospect ,,AKT Racing Team,9396424304,,,10769 Savannah Landing Cir,Orlando,FL,32801,apontekt@gmail.com,Go-Kart Track,,6.48719E+14,http://www.Orlando.org,,,,,,,,
New ,Prospect ,,Aku Aku,4078390080,,,431 E. Central Blvd,Lake Buena Vista,FL,32830,,Tiki Bar,,6.91689E+14,http://WWW.RAGLANROAD.COM,,,,,,,,
New ,Prospect ,,Al Bacio,4076733354,,,505 N Park Ave,,FL,32819,,Italian Restaurant,,5.35704E+14,,,,,,,,,
New ,Prospect ,,Albin Polasek Museum & Sculpture Gardens,4076476294,,,633 Osceola Ave,,FL,32819,info@polasek.org,Art Museum,,58523466298,,,,,,,,,
New ,Prospect ,,ALEX AND ANI,4075600040,,,1668 East Buena Vista Blvd.,Kissimmee,FL,34741,disneysprings@alexandani.com,Jewelry & Watches Store,,1.06959E+15,www.broadwaypizzabar.com ,,,,,,,,
New ,Prospect ,,Alexander Hairdressing,4078398488,,,2310 Edgewater Dr,Lake Buena Vista,FL,32830,alexanderhair@bellsouth.net,Hair Salon,,1.30149E+14,https://disneyworld.disney.go.com/attractions/epcot/spaceship-earth/,,,,,,,,
New ,Prospect ,,Alfond Sports Center,4076462660,,,1000 Holt Ave S Interlachen Ave,,FL,32819,,Gym/Physical Fitness Center,,1.62101E+14,,,,,,,,,
New ,Prospect ,,All Fired Up,4076449363,,,229 West Fairbanks Avenue,,FL,32819,mail@allfireduponline.com,Arts & Crafts Store,,1.4455E+14,,,,,,,,,
New ,Prospect ,,All-America High School Football Game,,,,1610 W Church St,,FL,32819,,Event,,1.02853E+14,,,,,,,,,
New ,Prospect ,,Allure Dance,4074255873,,,1313 Edgewater Dr College Park 32804 & 11565 University Blvd Suite 5 Orlando FL 32817,Orlando,FL,32803,fitness@alluredanceorlando.com,Dance Studio,,1.42281E+14,www.santiagosbodega.com,,,,,,,,
New ,Prospect ,,Allure Resort I-drive,4073450505,,,8444 International Dr,Orlando,FL,32803,,Food & Beverage,,2.20421E+14,http://www.EduceSalon.com,,,,,,,,
New ,Prospect ,,Aloft Orlando Downtown,4073803500,,,500 S Orange Avenue,,FL,32819,info@aloftorlandodowntown.com,Hotel,,1.81127E+14,,,,,,,,,
New ,Prospect ,,Aloma Cinema Grill,4076788214,,,2155 Aloma Ave,,FL,32819,alomacg@aol.com,Restaurant,,1.36047E+11,,,,,,,,,
New ,Prospect ,,Al's Pizzeria,4079350063,,,1107 Bryan St,Orlando,FL,32803,,Fast Food Restaurant,,1.1395E+14,http://www.funds2orgs.com/,,,,,,,,
New ,Prospect ,,Alta Moda Salon,4074818883,,,888 E Washington St,Orlando,FL,32819,altamodahairlounge@yahoo.com,Hair Salon,,1.166E+14,http://www.fuddruckers.com/orlando-international-drive,,,,,,,,
New ,Prospect ,,Altamonte Springs Yoga,4074945758,,,"249 W State Road 436, Ste 1085",Orlando,FL,32803,info@altamontespringsyoga.com,Sports & Fitness Instruction,,1.10498E+14,http://www.lhps.org/,,,,,,,,
New ,Prospect ,,AMC Cinemas at Citywalk Universal Studios,4073543374,,,"6000 Universal Blvd., #740",Winter Park,FL,32789,,Movie Theater,,1.85478E+14,http://parkave.scoutandmollys.com/,,,,,,,,
New ,Prospect ,,American Biker Boys Jewelry,4079899472,,,Vista Lago Circle,,FL,32819,,Shopping & Retail,,5.59964E+14,,,,,,,,,
New ,Prospect ,,American Combat Club,3212741166,,,1016 W Church St,Orlando,FL,32801,,Gym/Physical Fitness Center,,71558806767,www.elixirorlando.net,,,,,,,,
New ,Prospect ,,American Escape Rooms,4077302508,,,12074 Collegiate Way,,FL,32819,orlando.ucf@americanescaperooms.com,Local Business,,5.37511E+14,,,,,,,,,
New ,Prospect ,,American Top Team BLACK BOXX - Kissimmee,4072012372,,,2208 W. Columbia Ave,Winter Park,FL,32789,train@attblackboxx.com,Martial Arts School,,2.64563E+14,www.ILUVWinterPark.com,,,,,,,,
New ,Prospect ,,AMF Bowling Co.,4078468844,,,4140 W. Vine Street,,FL,32819,,Bowling Alley,,1.16323E+14,,,,,,,,,
New ,Prospect ,,AMF Bowling Co.,4078622500,,,280 Douglas Avenue,,FL,32819,,Bowling Alley,,2.81022E+14,,,,,,,,,
New ,Prospect ,,Amigos Tex-Mex Altamonte,4077744334,,,120 N Westmonte Dr,Orlando,FL,32805,,Southwestern Restaurant,,1.02314E+14,,,,,,,,,
New ,Prospect ,,Amor em Pedaços Bakery,4077309851,,,5576 International Dr,,FL,32819,info@amorempedacosbakery.com,Bakery,,1.00106E+15,,,,,,,,,
New ,Prospect ,,Amorette’s Patisserie,4079343500,,,,Orlando,FL,32804,,Dessert Shop,,2.34742E+14,http://www.ivanhoevillage.org,,,,,,,,
New ,Prospect ,,Amura Japanese Restaurant - Downtown,4073168500,,,54 W Church St,,FL,"32819
",,Asian Restaurant,,1.1122E+14,,,,,,,,,
New ,Prospect ,,Amura Japanese Restaurant (Dr.Phillips),4073700007,,,7786 W Sand Lake Rd,Orlando,FL,32801,amurasandlake@gmail.com,Japanese Restaurant,,3.99253E+14,http://www.tacoselrancho.com,,,,,,,,
New ,Prospect ,,Anh Hong Restaurant,4079992656,,,1124 E Colonial Dr,,FL,"32819
",,Asian Restaurant,,1.17557E+14,,,,,,,,,
New ,Prospect ,,Another Broken Egg Cafe,4077907868,,,410 N Orlando Ave. Ste N100A,Orlando,FL,32801,winterpark@anotherbrokenegg.com,Cafe,,6.36794E+14,,,,,,,,,
New ,Prospect ,,Anthony's Coal Fired Pizza,4073639466,,,8031 Turkey Lake Road,,FL,"32819
",,Local Business,,4.84249E+14,,,,,,,,,
New ,Prospect ,,Anthony's Thornton Park,4076480009,,,100 N Summerlin Ave,,FL,"32819
",,Italian Restaurant,,1.84973E+14,,,,,,,,,
New ,Prospect ,,Antica Pizzeria and mozzarella bar,4078347770,,,"249 W State Highway 436, 1105",Winter Park,FL,32789,anticapizzeria1@gmail.com,Pizza Place,,1.64016E+15,http://www.pizzeriavaldiano.com,,,,,,,,
New ,Prospect ,,Antonella's Pizzeria,4076365333,,,360 W Fairbanks Ave,Winter Park,FL,32789,info@antonellaspizza.com,Pizza Place,,1.51582E+15,http://www.anotherbrokenegg.com/location/winter-park-fl,,,,,,,,
New ,Prospect ,,ANTONIO'S Maitland,4076451039,,,611 S Orlando Ave,Lake Buena Vista,FL,32830,cafe@antoniosonline.com,Cafe,,1.24289E+14,http://www.earlofsandwichusa.com/florida/disney-springs/,,,,,,,,
New ,Prospect ,,Anytime Fitness Altamonte Springs,4074624444,,,851 S State Road 434,Orlando,FL,32822,altamontespringsfl@anytimefitness.com,Local Business,,6.6117E+14,www.epc.org,,,,,,,,
New ,Prospect ,,Anytime Fitness UCF,4076015959,,,"3402 Technological Ave, Ste 148",Orlando,FL,32801,orlandofl@anytimefitness.com,Local Business,,4.57981E+14,http://www.twitter.com/caseysoncentral,,,,,,,,
New ,Prospect ,,Aon Hewitt,4074714100,,,2300 Discovery Dr,Winter Park,FL,32789,,Business Center,,1.32214E+14,http://www.calvetcouturebridal.com,,,,,,,,
New ,Prospect ,,Apopka Fair,4078890859,,,10 N Forest Ave,,FL,"32819
",info@apopkafair.com,Event,,1.89409E+14,,,,,,,,,
New ,Prospect ,,Apopka Food Truck Round Up,4077031809,,,10 S Forest Ave,Orlando,FL,32801,cray@apopka.net,Food Truck,,2.5907E+14,http://www.careersourcecentralflorida.com   ,,,,,,,,
New ,Prospect ,,Apopka Golf & Tennis at Errol Estate,4077032902,,,1355 Errol Pkwy,Orlando,FL,32836,,Food & Beverage,,7.83614E+14,http://www.disneygoldenoak.com,,,,,,,,
New ,Prospect ,,Apothecology,4075742299,,,,,FL,"32819
",inquiries@apothecologyspa.com,Boutique Store,,4.92751E+14,,,,,,,,,
New ,Prospect ,,Applebee's Grill & Bar,4077303564,,,6324 International Dr,Winter Park,FL,32789,,Bar & Grill,,1.39211E+15,www.bosphorousrestaurant.com,,,,,,,,
New ,Prospect ,,Applebee's Grill & Bar,4072822055,,,12103 Collegiate Way,Orlando,FL,32803,,Bar & Grill,,2.61938E+14,http://www.thecenterorlando.org,,,,,,,,
New ,Prospect ,,Aquatica Orlando,8888005447,,,5800 Water Play Way,Winter Park,FL,32789,aquatica@seaworld.com,Water Park,,51928401234,http://kellgrace.com,,,,,,,,
New ,Prospect ,,Arcade City,4072333501,,,8371 International Dr #50,Winter Park,FL,32789,arcadecitymgr101@faceamusement.com,Local Business,,4.62521E+14,http://www.pookiesbowwowbakery.com,,,,,,,,
New ,Prospect ,,Arepa Burger,4076750613,,,8101 Narcoossee Rd,Winter Park,FL,32789,,Fast Food Restaurant,,1.05161E+15,http://www.foxtailcoffee.com,,,,,,,,
New ,Prospect ,,"Arepas,Cafe & More",4073354903,,,1156 W State Road 436,Winter Park,FL,32789,arepascafeandmore@gmail.com,Venezuelan Restaurant,,5.4012E+14,http://www.DentistWinterPark.com,,,,,,,,
New ,Prospect ,,Argos Family Diner,4077881888,,,3346 E Semoran Blvd,Orlando,FL,32806,dgirmis@gmail.com,Cafe,,1.03885E+14,http://www.myormc.com,,,,,,,,
New ,Prospect ,,Arisha Enclave,4075921744,,,1320 Arisha Dr,,FL,"32819
",,Real Estate,,1.55598E+15,,,,,,,,,
New ,Prospect ,,ARIUM Alafaya Trail,4076270120,,,2590 Greenhill Way,,FL,"32819
",ariumalafayatrail@carrollmg.com,Real Estate,,2.20786E+11,,,,,,,,,
New ,Prospect ,,Armando's,4079518930,,,463 W New England Ave,Orlando,FL,32803,,Italian Restaurant,,1.41218E+14,http://www.wearewarriorONE.com,,,,,,,,
New ,Prospect ,,Armando's College Park,4079300333,,,2305 edgwater drive,Winter Park,FL,32789,,Italian Restaurant,,1.14757E+15,www.yogurt-land.com ,,,,,,,,
New ,Prospect ,,Art & History Museums - Maitland,4075392181,,,231 W. Packwood Ave,Orlando,FL,32827,info@artandhistory.org,Museum,,1.39658E+14,http://www.lakenonadeliandmarket.com,,,,,,,,
New ,Prospect ,,"Art Under the Stars, The Maitland Rotary Art Festival",4077778515,,,641 S Maitland Ave,Kissimmee,FL,34741,maitlandrotary@gmail.com,Event,,1.5946E+14,www.skatereflections.com,,,,,,,,
New ,Prospect ,,Arthur Murray Winter Park,4079601733,,,5562 Lake Howell Rd,Orlando,FL,32819,stephen@arthurmurraywinterpark.com,Dance Studio,,1.72673E+14,http://www.werbungmedia.com,,,,,,,,
New ,Prospect ,,Arthur's Catering and Events,4073311993,,,860 Sunshine Ln,Orlando,FL,32801,info@arthurscatering.com,Event Planner,,1.34821E+11,http://theatticorlando.com/,,,,,,,,
New ,Prospect ,,Artisan's Table,4077307499,,,22 E Pine St,Altamonte Springs,FL,32716,info@artisanstable.net,American Restaurant,,1.79171E+14,"PageantryMagazine.com, PageantryDigital.com, PromTime.info, PageantryMall.com, PromDressesandPageantDresses.com",,,,,,,,
New ,Prospect ,,Ascension Tattoo Orlando,4078982013,,,832 N Mills Ave,,FL,"32819
",,Arts & Entertainment,,1.01501E+16,,,,,,,,,
New ,Prospect ,,"ASL Services, Inc.",8887446275,,,3700 Commerce Blvd,,FL,"32819
",bsteinhoff@aslservices.com,Company,,1.04887E+14,,,,,,,,,
New ,Prospect ,,Aspire Luxury Apartments,4077700111,,,111 E Washington St,,FL,"32819
",aspire@aspireorlando.com,Real Estate,,1.42449E+14,,,,,,,,,
New ,Prospect ,,Asser Hookah Lounge,4079903060,,,7255 International Drive,,FL,"32819
",assercafe@yahoo.com,Wine Bar,,5.63687E+14,,,,,,,,,
New ,Prospect ,,At Home Again,4077744666,,,360 N State Road 434,Altamonte Springs,FL,32714,morris660566@bellsouth.net,Furniture Store,,2.66082E+14,http://www.lakebrantley.com,,,,,,,,
New ,Prospect ,,Atelier Hair Salon Orlando,4075839282,,,411 E Central Blvd,Orlando,FL,32811,scissorartist@aol.com,Hair Salon,,2.80731E+14,http://SLOPPYTACOPALACE.COM,,,,,,,,
New ,Prospect ,,Austins Coffee,4079753364,,,929 W Fairbanks Ave,Orlando,FL,32819,,American Restaurant,,8.9803E+14,www.camilasrestaurant.com,,,,,,,,
New ,Prospect ,,Avalon Exchange Florida,4076369304,,,745 Orange Ave,Orlando,FL,32804,avalonexchangewinterpark@gmail.com,Clothing Store,,1.00228E+15,http://orangecycleorlando.com/,,,,,,,,
New ,Prospect ,,Avanti Resort,8558AVANTI8558282684,,,8738 International Dr,,FL,"32819
",,Hotel Resort,,1.38646E+14,,,,,,,,,
New ,Prospect ,,Avenue Gastrobar Orlando,4078395039,,,13 S Orange Ave,,FL,"32819
",info@avenuegastrobar.com,Pub,,3.69034E+14,,,,,,,,,
New ,Prospect ,,Avenue Nails,4079770773,,,4250 Alafaya Trl Ste 196,Orlando,FL,32804,,Spa,,1.17598E+14,,,,,,,,,
New ,Prospect ,,Azteca Mexican Restaurant D' Oro UCF,4078269191,,,11633 University Blvd,,FL,"32819
",,Mexican Restaurant,,7.52117E+14,,,,,,,,,
New ,Prospect ,,B & B Babytalk,407000000,,,,Orlando,FL,32805,bandbbabytalk@aol.com,Clothing Store,,2.90492E+14,http://www.wrestlemanialivestream.net/,,,,,,,,
New ,Prospect ,,B Resort & Spa,4078282828,,,1905 Hotel Plaza Blvd,,FL,"32819
",pr@bhrus.com,Arts & Entertainment,,2.7629E+14,,,,,,,,,
New ,Prospect ,,"Babies""R""Us",4077729190,,,708 West State Rd 436,Orlando,FL,32816,,Shopping & Retail,,1.52697E+14,http://www.ucfadpi.blogspot.com/,,,,,,,,
New ,Prospect ,,"Baby Boot Camp - Lake Mary, Orlando Central/North & Winter Park",4077211102,,,2501 General Rees Avenue,,FL,"32819
",kirsten.evans@babybootcamp.com,Gym/Physical Fitness Center,,2.4591E+14,,,,,,,,,
New ,Prospect ,,Bach Festival Society of Winter Park,4076462182,,,"1000 Holt Ave, # 2763",,FL,"32819
",info@bachfestivalflorida.org,Arts & Entertainment,,75349815260,,,,,,,,,
New ,Prospect ,,BACKBOOTH,4079992570,,,37 W. Pine Street,Kissimmee,FL,34741,chris@onelivemusic.org,Pub,,1.0194E+11,http://www.rockroserealty.co.uk http://www.floridabusinesses.net,,,,,,,,
New ,Prospect ,,Backstage Billiards,4073450323,,,5656 International Dr,Lake Buena Vista,FL,32830,,Pool & Billiard Hall,,1.18151E+14,http://disneyworld.disney.go.com/dining/teppan-edo-restaurant/,,,,,,,,
New ,Prospect ,,BAD AS'S SANDWICH,4077577191,,,207 N Primrose Dr,Orlando,FL,32803,badasssandwiches@gmail.com,Caterer,,9.07376E+14,http://mytakocheena.com/,,,,,,,,
New ,Prospect ,,Bahama Breeze Island Grille,4079389010,,,8735 Vineland Ave,Orlando,FL,32805,,Local Business,,1.82826E+14,,,,,,,,,
New ,Prospect ,,Bake Me A Cake,4078309006,,,710 Orange Ave,,FL,"32819
",info@bakemeacake.net,Bakery,,1.7678E+11,,,,,,,,,
New ,Prospect ,,BANG Boxing Gym,,,,"855 N Park Ave, Ste 4",,FL,"32819
",,Gym/Physical Fitness Center,,1.45786E+15,,,,,,,,,
New ,Prospect ,,Bangkok Square Sushi & Thai,4073824001,,,4066  Alafaya Trl N,,FL,"32819
",bkksquare@yahoo.com,Sushi Restaurant,,1.139E+14,,,,,,,,,
New ,Prospect ,,Bangz Park Avenue Salon,4076452264,,,228 Park Ave N,Orlando,FL,32830,bangzparkavenue@earthlink.net,Hair Salon,,1.22152E+11,http://disneyworld.jobs,,,,,,,,
New ,Prospect ,,Baoery Asian Gastropub,,,,617 E Central Blvd,,FL,"32819
",,Asian Fusion Restaurant,,1.64101E+15,,,,,,,,,
New ,Prospect ,,Bar B,4077199229,,,23 E Central Blvd,Orlando,FL,32816,barbdtorlando@gmail.com,Bar,,7.41174E+14,http://rec.ucf.edu/,,,,,,,,
New ,Prospect ,,Bar Louie,4076085190,,,"7335 West Sand Lake Road, Suite 101",Orlando,FL,32819,blorlando@blro.net,Local Business,,2.69184E+14,,,,,,,,,
New ,Prospect ,,Bar Louie,4074282980,,,"4100 N Alafaya, Suite 167 & 173",,FL,"32819
",blucf@blro.net,Local Business,,4.90377E+14,,,,,,,,,
New ,Prospect ,,Barley and Vine Biergarten,4079300960,,,2406 E Washington St,,FL,"32819
",info@barleyandvineorlando.com,Beer Garden,,6.06277E+14,,,,,,,,,
New ,Prospect ,,Barnie's Coffee & Tea,8002841416,,,118 S Park Ave,Altamonte Springs,FL,32714,customerservice@barniescoffee.com,Coffee Shop,,2.62446E+14,"http://www.citycollege.edu, http://myportal.citycollege.edu, http://twitter.com/citycollegeORL, http://instagram.com/citycollegeORL",,,,,,,,
New ,Prospect ,,BART,4077962522,,,1205 Mills Ave N,,FL,"32819
",info@bartcade.com,Arcade,,2.56981E+14,,,,,,,,,
New ,Prospect ,,Bartaco Dr. Phillips,4078018226,,,"7600 Dr. Phillips Blvd, Suite 28",,FL,"32819
",drphillips@bartaco.com,Mexican Restaurant,,1.79249E+14,,,,,,,,,
New ,Prospect ,,Basin - Disney Springs,4078278080,,,"1720 E Buena Vista Dr, Bldg A",Kissimmee,FL,34741,customerservice@basin.com,Beauty Store,,1.10745E+14,https://local.yahoo.com/info-152083224-lechonera-el-jibarito-kissimmee,,,,,,,,
New ,Prospect ,,Bass Pro Shops,,,,5156 International Dr,,FL,"32819
",gtfinenco@basspro.com,Local Business,,2.29683E+14,,,,,,,,,
New ,Prospect ,,Bauhaus,4076490000,,,27 E Pine St,Orlando,FL,32803,info@nvorlando.com,Bar,,1.81469E+14,http://www.redlightredlightbeerparlour.com,,,,,,,,
New ,Prospect ,,Bcupcakes,4077882253,,,3030 E Semoran Blvd #196,Winter Park,FL,32789,cupcakes@bcupcake.com,Cupcake Shop,,2.18803E+14,http://www.jillycakesorlando.com,,,,,,,,
New ,Prospect ,,Beach Club at the Hard Rock Hotel,4075032000,,,5800 Universal Blvd,,FL,"32819
",,Hotel,,1.66659E+14,,,,,,,,,
New ,Prospect ,,"Beauty Cafe, Kissimmee",4077800760,,,1100 N John Young Pkwy,Winter Park,FL,32792,,Hair Salon,,2.44741E+14,www.igettoasted.com,,,,,,,,
New ,Prospect ,,Beef 'O' Brady's Apopka,4078806777,,,1410 Rock Springs Rd,Orlando,FL,32801,beefsapopka@gmail.com,American Restaurant,,2.87457E+11,http://www.downtownorlando.com,,,,,,,,
New ,Prospect ,,Beefy King,4078942241,,,424 N Bumby Ave,Kissimmee,FL,34745,,Fast Food Restaurant,,72557404120,http://www.excellentdestinations.org/es,,,,,,,,
New ,Prospect ,,Belly Dance Masters,4076166313,,,"10,100 International Drive",,FL,"32819
",,Arts & Entertainment,,2.49314E+14,,,,,,,,,
New ,Prospect ,,Benihana,4072397400,,,12690 International Dr S,,FL,"32819
",,Sushi Restaurant,,7.9387E+14,,,,,,,,,
New ,Prospect ,,Benihana,4078274865,,,1751 Hotel Plaza Blvd,Orlando,FL,"32819
",,Sushi Restaurant,,1.38222E+15,www.ghettopreacher.com,,,,,,,,
New ,Prospect ,,Benjamin French Bakery.Cafe,4077972253,,,716 E Washington St,,FL,"32819
",benjaminfrenchbakery@gmail.com,Coffee Shop,,4.39285E+14,,,,,,,,,
New ,Prospect ,,Bento Cafe,,,,151 S Orange Ave,,FL,"32819
",bentocafesushi@gmail.com,Sushi Restaurant,,1.57083E+14,,,,,,,,,
New ,Prospect ,,Bento Cafe,4073924669,,,7335 W Sand Lake Rd,,FL,"32819
",,Sushi Restaurant,,1.21535E+14,,,,,,,,,
New ,Prospect ,,Bento Cafe - UCF Area,4076588088,,,12250 Strategy Blvd,Orlando,FL,32801,,Sushi Restaurant,,7.12748E+14,http://www.YogaMIxOrlando.com,,,,,,,,
New ,Prospect ,,Bento Cafe Orlando,4079998989,,,151 S Orange Ave,,FL,"32819
",bentocafesushi@gmail.com,Sushi Restaurant,,1.08197E+14,,,,,,,,,
New ,Prospect ,,"Best Damn Race - Orlando, FL",,,,Lake Eola Park,Orlando,FL,32801,,Event,,1.40802E+15,http://www.ronaldmcdonaldhouseorlando.org,,,,,,,,
New ,Prospect ,,Best Tattoos Collective,4072602266,,,1144 W State Road 436,Altamonte Springs,FL,32714,,Tattoo & Piercing Shop,,1.3553E+14,http://thefurnitureexpo.com,,,,,,,,
New ,Prospect ,,Beth's Burger Bar,4076504950,,,24 E Washington St,Winter Park,FL,32792,bethsburgerbar@yahoo.com,New American Restaurant,,5.28163E+14,http://www.flmassageluxe.com/index.html,,,,,,,,
New ,Prospect ,,Better Than Sex - A Dessert Restaurant - Orlando,4077618949,,,1905 N Orange Ave,Orlando,FL,32801,betterthansextoo@gmail.com,Wine Bar,,1.50298E+15,www.MEZZOrlando.com,,,,,,,,
New ,Prospect ,,Bibbidi Bobbidi Boutique,4079397895,,,,Apopka,FL,32712,,Travel & Transportation,,1.24404E+14,http://WWW.MYAGENTFL.COM,,,,,,,,
New ,Prospect ,,Big Daddy's Orlando,4076442844,,,3001 Corrine Dr,Orlando,FL,32821,info@bigdaddysorlando.com,Bar,,1.73353E+11,http://www.waldorfastoriaorlando.com ,,,,,,,,
New ,Prospect ,,Big Fin Seafood Kitchen,4076158888,,,8046 Via Dellagio Way,Orlando,FL,32822,info@bigfinseafood.com,Seafood Restaurant,,3.14456E+11,http://www.marriott.com/hotels/travel/mcoap-orlando-airport-marriott-lakeside/,,,,,,,,
